LC_Up_Regulated_Genes,Signalling,DCT1,DCT2,DCT3,ERST2,ERST3,LC1,LC2,LC3
Npl,LC_ERST_UP,14.35,15.45,21.16,79.5,83.54,1.37,1.25,1.04
Npbwr1,LC_ERST_UP,0.22,0.09,0.25,4.08,3.02,0,0,0
Nol4l,DCT_ERST_DCT_UP,61.72,61.22,52.17,1.77,1.95,14.82,7.68,11.81
Noct,DCT_ERST_DCT_UP,35.45,35.38,35.41,13.47,11.81,12.7,11.84,12.85
Noa1,DCT_ERST_DCT_UP,56.15,62.2,48.99,20.52,21.21,24.13,22.87,23.17
Nmt1,DCT_ERST_DCT_UP,60.95,53.72,48.9,25.36,30.28,20.75,16.35,28.32
Nmrk1,DCT_ERST_DCT_UP,33.71,41.69,30.98,13.44,15.83,20.28,16.45,17.19
Nme1,DCT_ERST_DCT_UP,260.4,268.77,252.92,137.12,138.42,49.47,47.86,32.17
Nlrc3,DCT_ERST_DCT_UP,8.4,9.65,7.09,3.02,2.73,2.14,0.94,1.4
Nkg7,LC_ERST_UP,10.23,6.64,5.13,27.14,31.67,1.19,0.94,1.13
Ngfr,LC_ERST_UP,1.93,2.11,1.73,13.26,10.07,0.68,1.02,1.1
Nfil3,DCT_ERST_DCT_UP,25.85,25.65,32.87,3.01,2.56,13.13,13.41,13.95
Nfe2l3,DCT_ERST_DCT_UP,23.91,24.95,31.55,10.8,10.78,0.34,0.89,0.3
Neu2,DCT_ERST_DCT_UP,28.55,29.01,22.76,4.81,3.55,4.97,4.35,4.18
Ndufc1,DCT_ERST_DCT_UP,666.64,665.3,678.21,320.9,360.84,338.54,314.56,361.78
Ndufa3,DCT_ERST_DCT_UP,1115.58,1129.71,789.89,471.28,493.99,303.25,300.91,293.13
Ndrg4,LC_ERST_UP,2.38,2.58,3.05,19.47,17.08,5.46,5.04,5
Nckap5,DCT_ERST_DCT_UP,4.34,4.46,6.79,0.82,0.51,0.63,0.38,0.39
Ncf4,LC_ERST_UP,2.15,1.54,1.18,9.93,7.14,1.95,1.17,1.27
Napsa,LC_ERST_UP,1.58,2.23,1.43,20.08,17.74,1.51,0.78,1.31
Nanog,DCT_ERST_DCT_UP,2.41,3.31,2.76,0.33,0.42,0.16,0,0.33
Myo6,DCT_ERST_DCT_UP,27.25,24.87,27.51,12.81,12.77,11.75,10.78,10.64
Myo1g,LC_ERST_UP,0.92,0.78,0.79,6,4.58,0.56,1.14,0.96
Myo10,DCT_ERST_DCT_UP,27,28.69,24.51,11.35,11.9,9.89,8.59,12.32
Myl6,DCT_ERST_DCT_UP,1692.7,1684.32,1306.3,788.16,790.37,679.15,737.33,644.06
Mycn,DCT_ERST_DCT_UP,7.69,6.3,11.17,1.27,0.89,0.18,0.31,0.29
Mybl2,DCT_ERST_DCT_UP,11.09,13.6,11.85,2.58,1.38,1.4,1.18,2.15
Myb,DCT_ERST_DCT_UP,4.78,4.57,5.96,0.75,0.92,0,0.12,0.1
Mvd,LC_ERST_UP,17.65,17.97,21.19,81.07,74.78,7.93,8.94,6.73
Mup20,LC_ERST_UP,0.26,0.33,0.09,2.52,3.22,0,0,0
Mucl1,LC_ERST_UP,0,0.47,0.7,4.14,3.22,0,0,0
Msx2,DCT_ERST_DCT_UP,66.21,65.55,90.77,10.42,10.69,1.49,1.92,1.43
Mst1,LC_ERST_UP,0.52,0.56,1.35,13.45,10.84,0.29,0.07,0.16
Msmo1,LC_ERST_UP,64.37,65.5,89.29,435.15,414.01,11.03,8.49,9.6
Msi1,DCT_ERST_DCT_UP,2.87,2.72,2.51,0.25,0.4,0.36,0.45,0.23
Ms4a6d,LC_ERST_UP,3.21,2.59,1.83,14.36,13.7,1.81,1.57,2.05
Ms4a4a,LC_ERST_UP,2.51,2.13,1.07,23.11,21.39,1.53,3.06,2.5
Ms4a2,LC_ERST_UP,0.12,0.18,0.4,7.07,7.07,0.11,0.13,0.13
Mrps33,DCT_ERST_DCT_UP,216.37,209.68,226.54,87,99.95,82.9,90.5,92.67
Mrps25,DCT_ERST_DCT_UP,59.38,63.31,69.93,29.94,30.12,21.18,16.23,24.25
Mroh6,LC_ERST_UP,0.51,0.77,1.14,5.89,4.37,0.08,0.14,0.05
Mrgprb2,LC_ERST_UP,0.72,0.74,0.45,5.24,4.53,0,0,0
Mrgprb1,LC_ERST_UP,0.33,0.27,0.31,4.44,7.8,0.28,0.04,0.67
Mreg,DCT_ERST_DCT_UP,91.67,95.35,83.42,43.02,48.28,5.72,4.86,5.46
Mpp7,DCT_ERST_DCT_UP,16.47,16.4,18.01,7.74,7.39,4.51,3.84,4.71
Mpo,LC_ERST_UP,0,0,0,10.45,8.62,0,0,0
Mpeg1,LC_ERST_UP,1.2,0.89,0.39,6.04,6.43,1.04,1.18,1.7
Mmrn1,LC_ERST_UP,0.66,0.63,0.82,8.83,9.69,1.82,1.76,2.12
Mmp3,LC_ERST_UP,7.37,8.09,4.49,77.97,77.57,4.05,4.82,3.61
Mmp27,LC_ERST_UP,1.19,0.85,0.62,13.39,13.61,0.14,0.2,0.5
Mmp23,LC_ERST_UP,8.29,7.02,4.42,44.12,39.82,4.79,7.39,4.79
Mlf1,DCT_ERST_DCT_UP,81.94,80.61,69.4,4.42,5.94,11.61,14.71,15.46
Mitf,DCT_ERST_DCT_UP,10.43,11.16,11.83,3.91,3.55,2.55,3.21,2.88
Mir8116,LC_ERST_UP,0,0,0,9.83,10.06,0,0,0
Mir5136,DCT_ERST_DCT_UP,58.89,112.01,126.22,0,28.87,0,0,0
Minpp1,DCT_ERST_DCT_UP,53.25,51.94,55.51,25.37,22.46,12,13.37,13.76
Mill1,DCT_ERST_DCT_UP,7.57,6.28,9.15,1.43,1.17,0,0,0
Mgst3,DCT_ERST_DCT_UP,284.58,284.9,220.37,151.56,128.75,134.16,145.9,128.95
Mgll,LC_ERST_UP,76.86,67.38,67.23,924.69,786.19,181.54,232.65,159.53
Mgl2,LC_ERST_UP,20.71,19.13,9.37,90.05,91.77,6.47,8.32,8.65
Mfap2,LC_ERST_UP,44.09,41.95,25.53,206.19,183.88,50.6,61.41,46.99
Mettl7b,LC_ERST_UP,1.13,0.86,0.44,10.06,9.41,0.64,1.14,0.73
Mettl7a1,LC_ERST_UP,12.76,10.53,12.21,40.78,46.73,16.95,15.8,15.08
Mettl3,DCT_ERST_DCT_UP,68.15,75.92,62.86,21.98,26.73,23.65,14.76,17.29
Metap2,DCT_ERST_DCT_UP,286.68,293.99,351.58,133.01,163.63,93.69,70.95,92.2
Mesp2,LC_ERST_UP,1,0.93,1.2,10.86,10.27,0.09,0,0
Megf6,LC_ERST_UP,1.48,1.18,1.2,12.32,10.08,2.44,2.93,2.17
Me2,DCT_ERST_DCT_UP,13.14,11.98,16.91,5.74,6.07,5.07,5.25,5.21
Mcpt4,LC_ERST_UP,26.1,30.15,13.45,143.9,132.73,2.37,3.19,2.97
Mbp,LC_ERST_UP,35.65,35.32,22.39,172.01,146.4,11.16,12.85,14.65
Marcksl1,DCT_ERST_DCT_UP,88.03,88.1,85.62,18.09,16.21,10.38,12.13,10.9
Map4,DCT_ERST_DCT_UP,837.49,869.19,800.79,109.11,133.42,325.15,250.82,292.31
Map3k6,DCT_ERST_DCT_UP,52.09,52.53,53.33,7.98,8.48,9.32,12.26,9.48
Mal2,LC_ERST_UP,5.09,4.95,4.64,21.37,19.66,0,0,0
Madd,DCT_ERST_DCT_UP,27.37,25.62,26.93,11.43,13.27,16.63,9.3,11.09
Lzts1,DCT_ERST_DCT_UP,24.89,23.58,36.74,4.53,4.74,2.12,2.32,2.54
Lztr1,DCT_ERST_DCT_UP,197.6,196.06,162.01,50.72,55.28,57.89,53.89,64.05
Lyz2,LC_ERST_UP,171.23,172.36,65.5,596.21,550.01,149.4,175.14,156.82
Lyz1,LC_ERST_UP,12.89,13.07,10.99,54.43,52.65,5.51,7.39,4.44
Lyrm9,DCT_ERST_DCT_UP,11.49,9.39,7.73,3.22,4.81,0.83,2.62,1.65
Lypd2,LC_ERST_UP,2.78,2.82,0.91,38.51,33.94,6.09,2.51,5.86
Lyg2,DCT_ERST_DCT_UP,46.49,47.02,62.29,0.74,0.64,0,0,0
Ly6g6d,DCT_ERST_DCT_UP,385.66,422.79,268.71,5.15,5.95,0.23,0.52,0.3
Ly6d,LC_ERST_UP,1006.87,1000.92,1002.08,6356.34,5649.22,0,0,0
Lurap1l,DCT_ERST_DCT_UP,19.92,19.18,24.34,2.5,2.4,2.21,2.26,2.45
Ltb4r2,LC_ERST_UP,1.67,1.7,1.15,9.17,6.3,0.07,0.47,0.23
Ltb4r1,LC_ERST_UP,1.19,1.22,1.08,10.76,8.05,0.69,0.73,0.47
Lss,LC_ERST_UP,10.55,7.33,17.39,57.72,51.15,3.37,3.18,3.31
Lrrc48,DCT_ERST_DCT_UP,15.61,16.59,15.77,4.5,5.14,4.77,3.17,3.04
Lrrc28,LC_ERST_UP,22.75,23.84,28.14,95.99,97.07,10.24,9.98,10.07
Lrrc15,DCT_ERST_DCT_UP,199.28,200.29,172.73,2.13,2,0.13,0.11,0.19
Lrp4,LC_ERST_UP,5.45,5.25,8.2,42.26,49.02,2.74,2.74,2.95
Lrmp,LC_ERST_UP,1.47,1.67,0.77,9.24,6.87,1.37,1.81,1.6
Lpin3,DCT_ERST_DCT_UP,31.76,31.99,32.56,10.44,9.69,8.86,10.76,7.89
Lpcat4,DCT_ERST_DCT_UP,18.15,20.23,18.94,2.56,2.64,8.15,9.08,7.81
Lpar6,DCT_ERST_DCT_UP,10.59,12.04,16.89,2.84,3.17,4.06,3.2,4.53
Lor,LC_ERST_UP,199.78,188.91,316.31,2738.52,2153.17,0.26,0.28,0.06
Lmo1,LC_ERST_UP,7.95,6.83,6.47,48.28,38.18,11.42,12.38,11.45
Lmnb1,DCT_ERST_DCT_UP,21.89,21.59,23.4,7.73,6.51,0.81,1.53,0.86
Lman1l,DCT_ERST_DCT_UP,2.62,2.08,1.23,0.18,0.12,0,0,0
Lipn,LC_ERST_UP,1.18,1.56,2.11,8.33,8.86,0,0,0
Lincenc1,DCT_ERST_DCT_UP,1.9,2.24,1.54,0.04,0.05,0.16,0.34,0.23
Limk1,LC_ERST_UP,1.09,0.56,0.8,6.88,6.38,1.07,0.81,0.72
Lilrb4a,LC_ERST_UP,1.28,1.49,0.84,13.8,12.85,2.09,2.53,2.77
Lilr4b,LC_ERST_UP,0.72,0.43,0.33,11.31,11.38,3.69,2.35,3.23
Lhx2,DCT_ERST_DCT_UP,7.56,7.07,8.16,1.45,1.82,1.38,0.87,1.09
Lhpp,LC_ERST_UP,12.49,11.44,13.23,79.51,75.04,1.33,2.44,2.11
Lhfpl1,DCT_ERST_DCT_UP,8.1,8.33,11.12,3.23,4.02,0.1,0,0.45
Lgr5,DCT_ERST_DCT_UP,7.06,7.44,6.96,2.55,2.29,0.95,0.53,0.77
Lef1,DCT_ERST_DCT_UP,33.31,30.75,44.08,1.26,1.63,6.41,6.71,6.86
Lce6a,LC_ERST_UP,7.42,14,9.07,74.76,68.76,0,0,0
Lce3f,LC_ERST_UP,0.2,0.24,0.63,12.91,8.31,0,0,0
Lce3e,LC_ERST_UP,0,0,0,12.21,11.9,0,0,0
Lce1m,LC_ERST_UP,224.11,210.74,138.1,950.26,813.41,0,0,0
Lce1l,LC_ERST_UP,66.46,63.63,45.67,1167.51,1175.02,0,0,0
Lce1k,LC_ERST_UP,8,8.1,4.15,125.72,123.22,0,0,0
Lce1j,LC_ERST_UP,10.96,10.89,5.7,496.04,480.78,0,0,0
Lce1i,LC_ERST_UP,20.18,21.91,14.64,576.61,631.29,0,0,0
Lce1h,LC_ERST_UP,7.29,8.68,7.54,376.61,425.83,0,0,0
Lce1g,LC_ERST_UP,8.51,8.23,4.69,495.28,541.41,0,0,0
Lce1f,LC_ERST_UP,36.31,31.33,21.38,673.98,685.81,0,0,0
Lce1e,LC_ERST_UP,20.17,16.32,12.41,497.4,572.55,0,0,0
Lce1d,LC_ERST_UP,16.44,18.22,10.26,447.34,443.44,0,0,0
Lce1c,LC_ERST_UP,103.9,103.31,74.54,1086.33,1105.61,0,0,0
Lce1b,LC_ERST_UP,36.92,42.35,24.57,413.18,420.89,0,0,0
Lce1a2,LC_ERST_UP,137.4,140.72,77.81,780.9,838.97,0,0,0
Lce1a1,LC_ERST_UP,58.54,57.76,28.8,637.55,586.1,0,0,0
Lat2,LC_ERST_UP,2.58,2.84,1.45,18.6,16.79,3.45,4.14,3.91
Lat,LC_ERST_UP,1.27,0.8,1.02,5.97,6.75,0.4,0.87,0.8
Laptm5,LC_ERST_UP,15.44,15.93,5.63,48.9,42.94,6.32,8.47,5.96
Laptm4b,LC_ERST_UP,24.1,22.49,28.97,82.38,79.99,15.91,18.47,16.68
Lap3,DCT_ERST_DCT_UP,210.71,211.64,219.34,40.9,40.25,21.65,30.19,27.91
Krtdap,LC_ERST_UP,1197.01,1216.39,1153.45,7875.11,6860.76,0,0,0
Krtap9-3,DCT_ERST_DCT_UP,1129.78,1104.45,565.89,6.13,6.46,0,0,0
Krtap9-1,DCT_ERST_DCT_UP,581.84,574.81,334.06,3.73,2.42,0,0,0
Krtap8-1,DCT_ERST_DCT_UP,9838.9,9759.21,5478.73,23.6,19.8,0,0,0
Krtap7-1,DCT_ERST_DCT_UP,18947.98,18914.63,13576.12,38.99,41.65,0,0,0
Krtap6-5,DCT_ERST_DCT_UP,6578.9,6599.71,2719.17,12.16,11.9,0,0,0
Krtap6-1,DCT_ERST_DCT_UP,5098.55,5089.18,1920.05,7.49,9.41,0,0,0
Krtap5-5,DCT_ERST_DCT_UP,296.27,281.88,165.56,2.89,2.3,0,0,0
Krtap5-4,DCT_ERST_DCT_UP,310.02,293.49,150.66,3.22,3.4,0,0,0
Krtap5-3,DCT_ERST_DCT_UP,5.95,5.73,3.58,0.49,0.47,0,0,0
Krtap5-2,DCT_ERST_DCT_UP,117.96,122.71,81.46,2,1.61,0,0,0
Krtap5-1,DCT_ERST_DCT_UP,394.25,358.72,195.3,4.19,2.99,0,0,0
Krtap4-9,DCT_ERST_DCT_UP,1832.25,1778.2,808.82,11.4,9.73,0,0,0
Krtap4-8,DCT_ERST_DCT_UP,2446.92,2341.38,1097.29,13.81,9.4,0,0,0
Krtap4-7,DCT_ERST_DCT_UP,1885.18,1816.75,850.36,8.19,6.23,0,0,0
Krtap4-6,DCT_ERST_DCT_UP,2200.64,2103.92,963.01,11.89,9.61,0,0,0
Krtap4-2,DCT_ERST_DCT_UP,1286.09,1271.64,719.68,3.92,4.75,0,0,0
Krtap4-16,DCT_ERST_DCT_UP,1291.28,1266.18,539.45,6.82,5.74,0,0,0
Krtap4-13,DCT_ERST_DCT_UP,1594.39,1580.31,667.03,12.69,9.55,0,0,0
Krtap4-1,DCT_ERST_DCT_UP,1290.19,1261.74,608.46,6.07,5.33,0,0,0
Krtap3-3,DCT_ERST_DCT_UP,2985.62,2896.86,1728.01,27.22,35.36,0,0,0
Krtap3-2,DCT_ERST_DCT_UP,1781.18,1783.06,1071.97,50.07,60.86,0,0,0
Krtap31-2,DCT_ERST_DCT_UP,68.18,63.07,24.52,0.16,0.21,0,0,0
Krtap31-1,DCT_ERST_DCT_UP,220.71,212.11,133.7,1.35,0.58,0,0,0
Krtap3-1,DCT_ERST_DCT_UP,6357.66,6265.09,4681.91,19.95,26.9,0,0,0
Krtap29-1,DCT_ERST_DCT_UP,33.25,34.87,28.77,0.29,0,0,0,0
Krtap28-13,DCT_ERST_DCT_UP,299.93,293.65,192.37,3.6,2.32,0,0,0
Krtap28-10,DCT_ERST_DCT_UP,145.77,147.37,136.31,1.24,1.31,0,0,0
Krtap27-1,DCT_ERST_DCT_UP,18.24,16.38,15.67,0.15,0.27,0,0,0
Krtap26-1,DCT_ERST_DCT_UP,1151.73,1140.77,931.38,5.2,4.2,0,0,0
Krtap24-1,DCT_ERST_DCT_UP,144.54,142.14,164.68,0.67,0.93,0,0,0
Krtap2-4,DCT_ERST_DCT_UP,2092.77,2096.32,1023.13,8.03,5.59,0,0,0
Krtap22-2,DCT_ERST_DCT_UP,19362.53,19210.26,7917.57,24.66,26.24,0,0,0
Krtap19-9b,DCT_ERST_DCT_UP,5620.9,5460.1,2422.11,5.77,5.33,0,0,0
Krtap19-9a,DCT_ERST_DCT_UP,972.52,961.29,423.08,0,0,0,0,0
Krtap19-5,DCT_ERST_DCT_UP,1481.2,1511.88,735.16,1.85,1.85,0,0,0
Krtap19-3,DCT_ERST_DCT_UP,4349.49,4336.63,1837.11,5.88,4.68,0,0,0
Krtap19-2,DCT_ERST_DCT_UP,987.76,992.56,394.16,0.82,0.69,0,0,0
Krtap19-1,DCT_ERST_DCT_UP,440.32,419.95,223.09,0.65,0.25,0,0,0
Krtap17-1,DCT_ERST_DCT_UP,673.17,639.15,512.97,5.19,5.75,0,0,0
Krtap16-3,DCT_ERST_DCT_UP,2992.83,2961.5,1740.52,3.18,2.44,0,0,0
Krtap16-1,DCT_ERST_DCT_UP,428.43,423.35,396.9,1.56,1.55,0,0,0
Krtap1-5,DCT_ERST_DCT_UP,2581.15,2564.4,1379.48,2.53,2.53,0,0,0
Krtap15,DCT_ERST_DCT_UP,7292.42,7219.72,4947.88,12.23,14.37,0,0,0
Krtap1-4,DCT_ERST_DCT_UP,558.78,521.97,296.89,3.79,3.36,0,0,0
Krtap14,DCT_ERST_DCT_UP,5347.27,5276.55,3151.14,10.2,9.87,0,0,0
Krtap13-1,DCT_ERST_DCT_UP,1174.53,1128.69,934.99,9.57,7.3,0,0,0
Krtap1-3,DCT_ERST_DCT_UP,775.29,754.71,495.73,4.29,3.36,0,0,0
Krtap12-1,DCT_ERST_DCT_UP,1099.61,1096.57,558.23,10.07,6.46,0,0,0
Krtap11-1,DCT_ERST_DCT_UP,2712.95,2675.79,2117.83,8.08,8.27,0,0,0
Krtap10-4,DCT_ERST_DCT_UP,856.48,833.73,495.43,5.76,3.77,0,0,0
Krt86,DCT_ERST_DCT_UP,1079.01,1062.95,778.39,4.91,4.07,0,0,0
Krt84,DCT_ERST_DCT_UP,45.75,44.32,33.15,0.75,0.74,0.03,0,0.08
Krt83,DCT_ERST_DCT_UP,585.77,569.9,666.48,4.52,3.75,0,0,0
Krt82,DCT_ERST_DCT_UP,86.1,84.68,103.56,0.36,0.48,0,0,0
Krt81,DCT_ERST_DCT_UP,1621.93,1602.08,1092.41,6.65,5.91,0,0,0
Krt79,LC_ERST_UP,97.42,95.71,132.92,467.36,422.27,0.39,0.84,0.3
Krt78,LC_ERST_UP,9.63,8.05,7.69,58.22,38.34,0,0,0.03
Krt77,DCT_ERST_DCT_UP,154.09,153.48,136.13,67.18,66.67,0,0,0
Krt75,DCT_ERST_DCT_UP,293.56,294.43,228.85,4.94,4.31,0,0,0
Krt74,DCT_ERST_DCT_UP,3.53,4.87,6.02,0.12,0.17,0,0,0
Krt73,DCT_ERST_DCT_UP,1083.68,1073.17,1190.12,4.41,4.33,0,0,0
Krt72,DCT_ERST_DCT_UP,1700.24,1656.44,1186.81,5.14,3.18,0,0,0
Krt71,DCT_ERST_DCT_UP,8292.24,8240.25,10827.91,59.86,57.68,0,0,0
Krt6b,LC_ERST_UP,0,0.07,0.09,32.65,28.21,0,0,0
Krt6a,DCT_ERST_DCT_UP,255.32,253.11,254.99,64.32,54.68,0,0.07,0
Krt40,DCT_ERST_DCT_UP,97.23,91.34,89.57,0.18,0.54,0,0,0
Krt39,DCT_ERST_DCT_UP,36.2,36.43,33.29,0.28,0.34,0,0,0
Krt36,DCT_ERST_DCT_UP,37,34.12,38.16,0.39,0.33,0,0,0
Krt35,DCT_ERST_DCT_UP,901.69,889.15,1062.19,4.59,4.11,0,0,0
Krt34,DCT_ERST_DCT_UP,964.63,947.02,460.99,2.72,2.65,0,0,0
Krt33b,DCT_ERST_DCT_UP,1400.78,1392.15,1122.81,6.72,7.21,0,0,0
Krt33a,DCT_ERST_DCT_UP,1974.61,1970.22,1951.82,8.68,7.98,0,0,0
Krt32,DCT_ERST_DCT_UP,407.67,400.97,379.85,15.92,9.65,0,0,0
Krt31,DCT_ERST_DCT_UP,1066.87,1056.5,1137.41,5.79,4.74,0,0,0
Krt28,DCT_ERST_DCT_UP,2182.89,2150.55,2132.57,7.15,6.89,0.23,0.1,0.2
Krt27,DCT_ERST_DCT_UP,6051.62,5973.15,5827.89,40.3,36.97,0,0,0
Krt26,DCT_ERST_DCT_UP,720.89,708.06,741.44,1.47,1.47,0,0,0
Krt25,DCT_ERST_DCT_UP,2222.07,2190.15,2013.64,16.27,14.49,0,0,0
Krt24,LC_ERST_UP,1.26,1.53,4.44,352.32,375.33,0,0,0
Krt23,DCT_ERST_DCT_UP,390.06,388.99,378.3,161.53,173.18,0,0,0
Krt2,LC_ERST_UP,0.3,0.51,0.38,6849.31,6435.51,0,0.06,0.08
Krt18,DCT_ERST_DCT_UP,21.92,22.6,18.3,0.2,0.05,2.66,2.68,2.2
Krt17,DCT_ERST_DCT_UP,3734.2,3680.43,3862.64,635.04,579.99,1.27,2.27,1.19
Krt15,LC_ERST_UP,663.62,648.88,930.56,2627.93,2776.61,0.05,0.91,0.19
Krt10,LC_ERST_UP,148.77,141.11,220.86,2295.54,2374.69,3.08,2.07,3.05
Krt1,LC_ERST_UP,22.48,22.84,28.53,112.37,108.23,0.26,0.26,0.34
Kprp,LC_ERST_UP,45.58,43.82,41.72,190.32,182.61,0,0,0
Kpna2,DCT_ERST_DCT_UP,75.56,73.18,121.4,11.37,11.86,1.72,3.81,3
Knstrn,DCT_ERST_DCT_UP,19.55,19.12,23.81,6.5,7.31,0.89,1.29,0.64
Klra17,LC_ERST_UP,0,0,0.07,4.15,4.35,0.08,0,0.1
Klk9,LC_ERST_UP,5.76,4.38,6.07,35.38,40.37,1.28,1.72,1.26
Klk8,LC_ERST_UP,35.18,36.69,35.22,154.58,143.85,8.58,7.67,7.91
Klk11,LC_ERST_UP,7.18,7.12,10.2,82,77.89,2.94,4.09,3.29
Kif26a,DCT_ERST_DCT_UP,4.24,7.17,5.07,1.51,1.17,0.16,0.68,0.07
Kdsr,LC_ERST_UP,7.6,7.51,8.87,27.82,30.66,9.26,8.05,10.21
Kdm5c,DCT_ERST_DCT_UP,24.66,24.21,22.75,5.67,5.33,11.63,10.33,13.51
Kdm5a,DCT_ERST_DCT_UP,140.37,140.14,104.67,25.41,30.8,47.79,37.7,45.95
Kctd4,LC_ERST_UP,1.82,1.86,2.52,11.98,13.34,2.08,1.74,1.55
Kctd3,DCT_ERST_DCT_UP,91.31,100.95,84.3,19.61,17.98,18.85,15.55,16.51
Kcnk7,LC_ERST_UP,12.98,12.74,11.77,47.73,37.02,0.4,0.43,0.37
Kcnk16,DCT_ERST_DCT_UP,12.88,12.11,15.94,0.05,0,0,0,0
Kcne1,DCT_ERST_DCT_UP,39.08,39.95,38.96,0.09,0.58,0,0,0
Kazald1,LC_ERST_UP,5.42,5.83,3.87,199.72,195.24,13.46,13.04,11.85
Kalrn,DCT_ERST_DCT_UP,15.2,13.09,14.91,5.04,5.2,6.53,6.43,6.51
Jmy,DCT_ERST_DCT_UP,16.27,16.67,14.13,5.32,4.85,4.34,4.67,4.18
Ivl,DCT_ERST_DCT_UP,206.87,200.27,187.07,54.17,48.8,0,0,0
Isoc2b,DCT_ERST_DCT_UP,8.68,8.18,7.17,2.55,2.72,2.45,3.25,2.18
Irx2,DCT_ERST_DCT_UP,40.73,37.18,44.07,21.89,18.9,8.29,9.83,7.23
Iqgap3,DCT_ERST_DCT_UP,8.86,9.02,9.93,2.91,2.63,1.91,2.16,1.97
Inhba,DCT_ERST_DCT_UP,11.61,11.23,13.78,1.8,2.05,5.61,4.39,4.56
Inafm2,DCT_ERST_DCT_UP,16.46,16.57,17.63,7.18,7.53,5.22,4.9,5.22
Il6ra,LC_ERST_UP,4.59,3.91,4.37,26.75,26.66,4.95,5.41,5.11
Il34,LC_ERST_UP,12.29,10.6,12.13,57.85,56.35,8.12,7.94,7.84
Il33,LC_ERST_UP,3.82,3.63,3.51,23.86,24.8,2.25,2.02,2.18
Il20rb,LC_ERST_UP,12.41,10.81,13.97,84.88,80.79,4.15,4.07,3.76
Il20ra,LC_ERST_UP,0.51,0.3,0.62,6.39,6.11,0,0,0
Il1r2,LC_ERST_UP,28.39,27.29,31.18,159.34,146.97,1.74,3.08,1.86
Il1f9,LC_ERST_UP,4.62,4.61,4.76,55.23,55.53,0.57,0.65,0.91
Il1f8,LC_ERST_UP,0.95,1.11,1.82,29.03,32,0,0,0
Il1f6,LC_ERST_UP,1.03,0.7,0.82,16.99,18.5,0,0,0
Il1f10,DCT_ERST_DCT_UP,131.63,131.1,93.53,67.42,56.89,0,0,0
Il18,LC_ERST_UP,23.84,27.37,28.32,104.83,99.5,12.86,14.21,15.97
Il17rc,LC_ERST_UP,20.96,20.67,17.2,80.95,58.76,27.01,23.82,21.59
Il13ra1,LC_ERST_UP,5.94,5.83,7.74,25.46,24.94,5.02,4.83,5.62
Igfbp3,LC_ERST_UP,29.54,25.76,25.45,106.43,94.61,5.37,5.66,5.42
Ifitm6,DCT_ERST_DCT_UP,30.71,26.78,34.83,13.26,12.42,0.47,0,1.08
Hvcn1,LC_ERST_UP,0.39,0.63,0.32,5.15,4.04,0.63,0.28,0.6
Hspb8,DCT_ERST_DCT_UP,226.83,221.38,264.75,111.6,115.12,108.76,120.53,112.03
Hspa14,DCT_ERST_DCT_UP,71.12,64.41,84.22,40.47,41.21,21.31,22.99,23.12
Hsd3b6,LC_ERST_UP,1.18,1.18,2,42.87,42.22,0,0,0
Hsd17b7,LC_ERST_UP,9.24,10.3,18.02,88.58,102.12,4.87,4.61,4.23
Hsd17b2,LC_ERST_UP,5.9,5.24,8.07,29,31.5,0,0,0
Hsd17b13,LC_ERST_UP,0.09,0.14,0.53,4.5,5.87,0.5,0.57,0.31
Hsd17b12,LC_ERST_UP,60.88,61.46,66.72,286.46,257.7,34.39,36.59,33.12
Hrnr,LC_ERST_UP,1.33,1.36,2.34,71.62,70.54,0,0,0
Hoxc8,DCT_ERST_DCT_UP,4.98,5.32,1.82,0,0,0.04,0,0.11
Hoxc13,DCT_ERST_DCT_UP,67.07,71.09,79.36,3.24,3.93,0,0,0
Hoxb5,DCT_ERST_DCT_UP,1.51,2.01,0.77,0,0.04,0,0,0
Hoxa5,DCT_ERST_DCT_UP,2.47,2.86,1.32,0.02,0.14,0,0.09,0
Hotairm1,LC_ERST_UP,5.65,6.43,5.37,44.68,53.58,17.86,20.27,10.75
Hnrnpl,DCT_ERST_DCT_UP,171.25,169.98,168.57,87.96,104.95,68.4,58.66,70.2
Hnrnpc,DCT_ERST_DCT_UP,71.43,64,82.14,32.99,34.58,31.97,29.58,31.51
Hnrnpa1,DCT_ERST_DCT_UP,280.72,279.2,322.46,131.29,128.56,63.67,58.15,70.16
Hmga1,DCT_ERST_DCT_UP,107.14,106.61,124.01,53.89,44.88,2.44,3.44,1.36
Hist3h2ba,DCT_ERST_DCT_UP,18.64,14.18,18.15,4.01,3.58,0.19,0.37,0.67
Hist1h2bc,DCT_ERST_DCT_UP,238.93,241.79,268.03,148.25,133.76,83.27,99.88,88.69
Hilpda,LC_ERST_UP,33.4,37.32,35.69,133,122.22,20.19,22.95,18.38
Heyl,DCT_ERST_DCT_UP,7.77,8.19,11.4,1.05,1.08,0.91,1.19,0.61
Hes2,DCT_ERST_DCT_UP,3.15,2.84,4.62,0.04,0.03,0,0,0
Hephl1,DCT_ERST_DCT_UP,14.23,14.71,16.39,3.06,2.75,0.2,0.08,0.11
Hdc,LC_ERST_UP,0.83,0.26,0.63,4.6,4.22,0.54,0.66,0.45
Hdac1,DCT_ERST_DCT_UP,96.99,102.77,99.79,52.42,49.71,33.14,34.79,32.12
