Gene_name,Gene_description,Stromal vehicle replicate 1,Stromal vehicle replicate 2,Stromal vehicle replicate 3,Stromal estrogen replicate 1,Stromal estrogen replicate 2,Stromal estrogen replicate 3,Der_JY01M004_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,Der_JY01M005_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,Der_JY01M006_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M001_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M002_(MoGene-2_0-st).Dermis.rma-gene-full-Signal,WT_JY01M003_(MoGene-2_0-st).Dermis.rma-gene-full-Signal
Ldoc1,"leucine zipper, down-regulated in cancer 1",-0.170414173,0.473024443,-0.041830986,-0.109793246,-0.199822739,-0.630125359,6.907768,6.556052,6.529576,6.8863,6.89966,6.819471
Ldlrap1,low density lipoprotein receptor adaptor protein 1,0.898319749,0.915163392,0.580295577,0.121461045,1.117097745,0.843494335,9.862603,9.899491,9.742293,9.765865,9.312036,9.367133
Ldlrad3,low density lipoprotein receptor class A domain containing 3,-1.804015935,-1.760595981,-1.932489169,-1.59047042,-2.441173947,-2.465483062,8.723161,9.033524,8.823956,8.953377,8.762607,8.93969
Ldlrad2,low density lipoprotein receptor A domain containing 2,-0.211254581,-0.316897096,-0.274723798,-0.2247343,-0.204529677,0.051439108,6.844253,7.33713,7.122399,7.143406,7.153526,6.994872
Ldlrad1,low density lipoprotein receptor class A domain containing 1,-0.124153707,-0.82343853,-1.033514302,1.869575357,0.900736662,0.305317726,6.87031,7.195507,7.108749,6.895447,7.107081,7.01267
Ldlr,low density lipoprotein receptor,0.949985342,0.854609644,0.910998782,0.065486318,1.171395669,0.521313385,11.9692,11.28738,11.78453,10.73042,10.72955,10.49188
Ldhd,lactate dehydrogenase D,-3.99695219,-3.89659154,-3.420897754,-4.323519337,-4.574182397,-4.439473511,6.573288,6.677248,6.733639,6.826955,7.055487,6.715514
Ldhc,lactate dehydrogenase C,-5.563614889,-5.695811862,-5.128203888,-6.596693368,-6.925551655,-6.264275008,6.049412,5.941397,5.785278,6.129742,6.182563,5.748
Ldhb,lactate dehydrogenase B,-1.641876876,-1.358141289,-1.437527564,-1.687284592,-2.038493082,-1.712210764,6.991219,6.491701,6.644447,6.784008,6.579848,6.829264
Ldhal6b,lactate dehydrogenase A-like 6B,-3.597811312,-4.581727796,-4.297652245,-5.84081681,-5.785699683,-5.57615939,6.252425,6.380683,6.013411,6.46271,6.371474,6.386776
Ldha,lactate dehydrogenase A,0.25076922,0.33382658,0.194047311,0.204895609,0.725730584,0.984825309,9.548985,9.547787,9.62936,9.648603,9.377747,9.684381
Ldb3,LIM domain binding 3,1.338563911,-0.406524337,0.281884329,0.521570827,0.443197607,-0.15830554,6.133097,6.132812,6.249362,6.203559,6.165072,6.272461
Ldb2,LIM domain binding 2,-0.370943809,-0.529024227,-0.291805038,-1.179924555,-0.959161034,-0.828637869,7.048638,6.710745,7.03825,7.313396,7.180107,7.263302
Ldb1,LIM domain binding 1,0.126761778,0.553582326,-0.384281923,0.605493123,0.651996783,0.992774915,11.12803,10.62064,11.00034,10.66095,10.06333,10.62651
Lctl,lactase-like,0.423432504,1.924750951,0.784085325,-0.206409474,0.57239268,0.350163353,5.778084,6.007235,5.96774,5.876012,6.040416,5.727167
Lct,lactase,0.281175197,-0.043100592,0.150818849,0.353245564,0.255869469,-0.065522637,5.78503,6.096399,5.768215,5.625154,6.330876,5.943957
Lcp2,lymphocyte cytosolic protein 2,-0.418932759,-0.197668001,-0.285138973,-0.06728286,-0.095904835,2.467714593,6.409485,6.607815,6.528625,6.741208,7.35657,7.119948
Lcp1,lymphocyte cytosolic protein 1,-2.669591427,-2.411769562,-2.695583229,-2.528019642,-2.943492314,-3.397304898,6.584279,6.461974,6.511514,6.531952,7.115557,6.689529
Lcorl,ligand dependent nuclear receptor corepressor-like,-2.041258815,-2.609628888,-2.36548364,-1.673810229,-2.094710056,-2.747928031,7.546283,7.64537,7.375133,7.739176,7.709529,7.903311
Lcor,ligand dependent nuclear receptor corepressor,1.772680673,2.03113547,1.93662985,1.646899571,2.280210767,1.969934322,9.556735,9.685486,9.510834,9.875969,9.567843,9.825729
Lcn9,lipocalin 9,-0.84118335,-0.708688981,-0.603453841,-0.596505485,-1.155525511,-1.187732793,5.943027,6.056389,5.815543,5.814264,5.788103,5.756861
Lcn8,lipocalin 8,-1.825779794,-1.592709119,-1.767172775,-1.779759767,-1.749957534,-1.345182161,6.192921,6.593722,6.268621,6.208725,6.776654,6.161181
Lcn6,lipocalin 6,-1.251224735,-1.217788496,-1.144844409,-0.759806585,-1.275143147,-0.642022564,6.579737,6.502693,6.693674,6.697171,6.772475,6.653973
Lcn5,lipocalin 5,-4.773088665,-4.404060531,-4.072730846,-4.75655631,-4.951099376,-5.206803915,6.898448,6.655947,6.616517,6.539506,7.005953,6.869155
Lcn4,lipocalin 4,-0.051550892,0.21971878,0.146764447,-0.344251428,0.260022979,0.156490984,3.603952,3.813636,3.622312,3.698576,3.493926,3.607389
Lcn3,lipocalin 3,-0.135299526,-0.03914781,-0.768913308,0.125470123,-0.223597579,-0.227536426,4.668599,4.852543,4.820911,5.136255,4.724925,4.929847
Lcn2,lipocalin 2,-4.798583634,-5.276575439,-3.664736093,-5.645678368,-5.271098776,-5.380966943,8.22779,8.506858,8.123516,7.623993,8.31768,7.314393
Lcn12,lipocalin 12,-1.670407861,-1.734743333,-1.764840384,-3.111333436,-1.961750629,-2.376113997,6.544819,6.705383,6.677817,6.360759,6.547437,6.427818
Lcn11,lipocalin 11,-0.812777809,-0.197668001,0.511896252,-0.339712695,-0.21621656,-0.280147381,5.554896,5.485204,5.338574,5.633415,5.855615,5.700034
Lcn10,lipocalin 10,-0.926702721,0.712448115,-1.072453619,-0.018180046,-1.239705353,0.732026175,6.635685,6.624677,6.660641,6.627269,6.841885,6.57512
Lcmt2,leucine carboxyl methyltransferase 2,0.741467762,2.702087797,3.166676705,0.473013576,2.449320593,3.924044852,8.283226,8.417778,8.368005,8.638319,8.50302,8.557944
Lcmt1,leucine carboxyl methyltransferase 1,1.602452106,1.707709736,1.461026349,1.738843569,1.982925868,1.954036789,8.21053,7.815874,7.981813,8.14674,7.546774,7.642034
Lclat1,lysocardiolipin acyltransferase 1,0.792317082,0.87399465,0.655725999,1.558158325,2.006726099,1.761441087,9.228281,9.115178,9.164049,8.496266,8.666325,8.303507
Lck,lymphocyte protein tyrosine kinase,-2.344133028,-2.453577777,-2.165636631,-2.649146459,-1.713774945,-1.795738734,6.659714,6.81644,6.675179,6.604074,6.821712,6.59599
Lce3f,late cornified envelope 3F,0.162960356,0.217313468,0.174362278,0.260074868,-0.079465743,0.111816525,3.991368,3.812778,3.561991,3.658441,4.018322,3.741724
Lce3c,late cornified envelope 3C,-0.100055154,-0.348652044,-0.070899509,0.068418628,-0.586198391,-0.343836731,7.619471,7.651423,7.634264,7.853112,8.532127,7.722925
Lce3b,late cornified envelope 3B,-1.159541073,-0.908694792,-0.717158062,-1.148787283,-1.606504708,-0.693842051,4.886049,5.069425,5.186632,4.823106,5.451376,5.062432
Lce3a,late cornified envelope 3A,-0.577190155,-1.053330539,-1.205012088,-0.936952507,-0.516751689,-0.594805409,5.691673,5.887116,5.946321,5.576733,6.106917,5.509968
Lce1m,late cornified envelope 1M,-0.625924165,-0.636077671,-0.77474177,-0.427008376,-0.45591012,-0.679005959,5.067826,5.472967,5.550483,5.373854,5.072184,5.388079
Lce1l,late cornified envelope 1L,-0.228713354,-0.071395526,-0.010457743,-0.181457526,-0.247565688,0.017797945,5.096812,5.555523,5.713901,5.302135,5.343638,5.181363
Lce1k,late cornified envelope 1K,0.674956866,0.115788899,0.34788633,0.641202261,1.532688277,0.699924973,3.28125,3.024278,2.887734,2.927082,3.085241,2.885685
Lce1i,late cornified envelope 1I,0.187653872,-0.135880093,-0.338908584,-0.061054338,-0.207531845,-0.482251057,3.587016,3.292161,3.350745,3.419614,3.486741,3.813652
Lce1h,late cornified envelope 1H,-2.934284312,-2.40735132,-2.767417609,-3.710600926,-1.891558368,-2.922603469,6.130347,6.1586,6.062517,6.001903,6.013327,6.069506
Lce1g,late cornified envelope 1G,0.312049326,-0.261188407,0.163139241,0.311483979,0.614124111,0.13095386,3.655112,3.243754,2.962562,3.206378,2.853325,3.284194
Lce1f,late cornified envelope 1F,-0.089155537,0.436663233,-0.290599449,-0.094370117,-0.005593677,-0.002848423,6.189807,6.212938,6.326559,5.946977,6.351443,6.225213
Lce1e,late cornified envelope 1E,-0.095395702,0.077064795,0.232678614,-0.02174344,0.18341279,-0.37275119,2.693828,3.203444,3.353023,3.1873,3.34025,3.007439
Lce1d,late cornified envelope 1D,0.17414642,0.38984393,0.293485289,6.343194657,0.183185691,-0.305833302,4.651648,4.811316,4.925959,4.237938,5.091224,4.588565
Lce1c,late cornified envelope 1C,-1.291148002,-1.018933381,-1.303603243,-0.884091487,-0.942755627,-1.016747907,4.767965,4.879966,5.121278,4.904141,5.104004,5.044816
Lce1b,late cornified envelope 1B,-0.482096227,-0.476550173,-0.006587994,-0.465277952,-0.850701572,-0.608394499,5.601078,5.473216,5.408426,5.265752,5.01098,5.510323
Lce1a2,late cornified envelope 1A2,-1.533654677,-1.602150768,-1.774113641,-1.050332543,-0.584400045,-0.336162159,6.005812,6.198368,6.228103,6.527002,5.767642,6.656425
Lce1a1,late cornified envelope 1A1,-0.638419864,-0.60614554,-0.719709223,-0.426030935,-0.481539826,-0.404910277,2.779572,3.131226,3.263404,2.903886,3.22666,2.900884
Lcat,lecithin cholesterol acyltransferase,-0.541151042,-3.032967853,-2.084034046,-3.43167327,-1.04584712,-2.228576216,7.169124,7.531569,7.336702,7.265872,7.522886,7.637105
Lca5l,Leber congenital amaurosis 5-like,-2.913403414,-3.264547407,-2.345117014,-4.000799332,-3.945063957,-3.861944669,6.06511,6.162157,5.931853,5.846336,6.109415,6.042135
Lca5,Leber congenital amaurosis 5 (human),1.723062511,2.454673907,2.243933753,3.123849919,3.275425315,2.32454929,7.922593,7.670091,7.850805,7.747301,7.63527,7.690151
Lbx2,ladybird homeobox homolog 2 (Drosophila),-2.750835294,-1.598961273,-0.805030751,-2.949930271,-0.307445287,-3.104117366,6.17189,6.295594,6.420453,6.225662,6.307607,6.287221
Lbx1,ladybird homeobox homolog 1 (Drosophila),-0.231825561,-0.677329739,-0.548157865,-0.390838275,-0.51289289,-0.118240282,6.551983,6.88573,6.858513,6.716013,6.820555,6.625525
Lbr,lamin B receptor,0.371380202,0.37988588,0.506528968,0.439549458,1.024439808,0.612044063,10.49112,10.71488,10.47468,10.63244,10.56084,10.52108
Lbp,lipopolysaccharide binding protein,1.667080214,1.124125554,2.129122035,2.332030585,2.959461792,2.467462663,7.870311,9.037346,8.76772,10.11805,11.46632,11.26477
Lbh,limb-bud and heart,0.034617933,-0.965306294,-1.238130376,1.206627757,1.310307117,1.229070251,11.30074,11.76021,12.33518,9.665348,10.52608,10.5304
Layn,layilin,2.175114111,2.247734317,1.305826246,2.040300483,4.068630782,2.732919217,12.64719,12.33206,12.50375,12.40615,12.3196,12.24526
Lax1,lymphocyte transmembrane adaptor 1,0.279544431,-0.07616709,0.803219374,0.166589839,0.07630789,0.088100211,6.157327,6.630842,6.252606,6.640912,7.284803,7.405159
Lats2,large tumor suppressor 2,-0.102024752,-0.258397027,0.264552569,-0.267290553,-0.312013496,-0.489966454,9.488243,9.230749,9.366156,9.40793,9.409148,9.49382
Lats1,large tumor suppressor,-0.703529101,-0.455521818,-0.134853155,-0.764247955,-0.78031811,-1.566953893,11.05688,11.3441,11.09267,11.26362,11.35302,11.27151
Lat2,"linker for activation of T cells family, member 2",0.256326566,-0.081299087,0.470331985,0.020667863,-0.549847384,-0.859274336,7.211861,7.176578,7.519465,7.503714,7.39063,7.590138
Lat,linker for activation of T cells,-1.251757733,-1.359956982,-0.551813607,-1.070210699,-0.708701601,-0.38812244,6.71955,6.746203,6.819874,7.156379,7.298872,7.047547
Lasp1,LIM and SH3 protein 1,-0.526850165,1.467914191,2.091323764,-0.657080238,-0.211973369,-0.115140274,6.774524,6.458606,6.665164,6.717563,6.704491,6.57604
Las1l,LAS1-like (S. cerevisiae),1.390164867,1.854473864,1.094356297,1.061705051,1.222839653,1.179258909,8.764234,9.206127,8.880626,9.164748,9.277737,9.208141
Lars2,"leucyl-tRNA synthetase, mitochondrial",0.414510728,0.275954139,0.265907627,0.144833911,0.852816814,0.23047337,7.714674,7.970151,7.96354,7.655046,7.633389,7.783931
Lars,leucyl-tRNA synthetase,0.744395438,0.984768394,1.001093636,0.618932448,0.547854975,0.554007469,9.789265,10.63669,10.27455,10.10622,10.94849,10.53445
Larp7,"La ribonucleoprotein domain family, member 7",-1.677209195,-2.059508293,-2.052927003,-2.649466549,-2.265093508,-2.365698313,10.74035,10.66222,10.58717,10.68793,10.99885,10.71719
Larp6,"La ribonucleoprotein domain family, member 6",1.042022655,0.914346943,0.869205762,1.187371077,1.297893421,1.086869314,9.780369,8.697993,9.185203,9.02788,8.954756,8.992945
Larp4b,"La ribonucleoprotein domain family, member 4B",-0.627607255,-1.079768522,-0.851223572,-1.316503882,-1.551279627,-1.807169629,11.19433,11.62129,11.5024,11.48715,11.75201,11.55461
Larp4,"La ribonucleoprotein domain family, member 4",0.737036096,1.009026238,0.864767907,0.381303998,0.329821442,0.197847948,11.32271,11.80995,11.60407,11.60251,11.76364,11.72104
Larp1b,"La ribonucleoprotein domain family, member 1B",-1.19651255,-0.869404691,-1.323887935,-2.39326398,-2.860683656,-3.642517896,5.008016,5.500078,5.446889,5.427643,5.20623,5.705358
Larp1,"La ribonucleoprotein domain family, member 1",-1.141225346,-1.086328884,-0.925593312,-1.632305595,0.448645747,-2.511428514,11.85842,12.47328,12.18156,12.28996,12.33846,12.36615
Large,like-glycosyltransferase,-0.319468406,-1.275370494,-0.319255642,-0.718948676,-0.372466279,-0.47706202,10.80644,10.77102,10.89593,10.71343,10.95938,10.88295
Laptm5,lysosomal-associated protein transmembrane 5,-4.9793742,-4.766419847,-4.417597824,-5.260391013,-5.721470845,-5.571870619,6.236686,6.218125,6.179421,6.172762,6.465708,6.274627
Laptm4b,lysosomal-associated protein transmembrane 4B,-0.010474762,-0.85903426,-0.373589757,-0.197313047,-0.50800668,-0.060398623,11.01954,10.33502,10.58832,10.69118,10.13254,10.31107
Laptm4a,lysosomal-associated protein transmembrane 4A,-1.140008191,-1.13193251,-1.162254556,-1.065120471,-1.133907927,-1.130367073,12.74098,12.50403,12.59428,12.48574,12.54323,12.40377
Lap3,leucine aminopeptidase 3,0.88368265,0.964181391,0.854867009,1.234089022,1.369089226,1.463855712,11.18329,11.19772,11.07218,11.15212,11.09443,10.89768
Lao1,L-amino acid oxidase 1,-0.080318004,0.26500801,-0.6547436,-0.290972662,-0.192014936,0.260466441,5.999625,5.746991,5.719796,6.082973,6.072946,5.872939
Lancl3,LanC lantibiotic synthetase component C-like 3 (bacterial),-0.286015296,-0.250992351,0.614553355,0.978174617,1.460662597,1.028605431,6.784438,7.102746,6.413591,6.650658,6.753753,6.635798
Lancl2,LanC (bacterial lantibiotic synthetase component C)-like 2,-0.938142006,0.56423171,0.307152136,0.400561142,-0.138062742,1.109926641,9.436148,8.911996,8.943002,9.032675,8.583014,8.564889
Lancl1,LanC (bacterial lantibiotic synthetase component C)-like 1,1.649529672,-0.442580348,0.242329468,0.78621967,1.319863753,-0.19503159,9.538495,9.517026,9.537311,9.313482,9.353314,9.232038
Lamtor3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",1.586967097,1.831465584,1.604096095,1.931434573,2.197378889,2.262463743,11.18478,10.93984,10.957,11.15168,11.25788,11.08149
Lamtor2,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",1.313864573,1.463535864,1.522257871,1.615097874,1.809066447,1.936450121,7.50854,7.776039,7.733476,7.504487,7.604148,7.264695
Lamp3,lysosomal-associated membrane protein 3,0.326146396,0.302773204,0.320048287,-0.122010101,-0.370159368,-0.218918443,4.97497,5.09093,5.096204,4.884655,5.36294,4.762384
Lamp2,lysosomal-associated membrane protein 2,1.054401059,1.093761588,1.217338129,1.100319763,1.463122385,1.269807632,11.445,11.3084,11.27746,11.3049,11.49144,11.26859
Lamp1,lysosomal-associated membrane protein 1,-1.939395173,-2.120583883,-1.541614409,-2.090872393,-1.82603443,-1.934051677,12.72283,12.41629,12.51983,12.56619,12.57945,12.51627
Lamc3,laminin gamma 3,1.808184034,1.884894076,1.932615802,1.99404003,2.367287324,2.280456491,9.707238,9.453074,9.89036,9.058807,9.271838,9.941227
Lamc2,"laminin, gamma 2",1.020107984,1.220881766,1.316428274,0.723340512,0.498299125,0.520250936,6.886404,6.917809,6.858496,6.770863,7.776344,6.737722
Lamc1,"laminin, gamma 1",1.672449773,1.538322248,1.414888953,1.811767538,2.127338256,1.739299558,11.64326,11.76211,11.68016,11.65323,11.53463,11.69873
Lamb3,"laminin, beta 3",-1.321353113,-1.331981482,-1.379349844,-0.794783193,-1.288106174,-0.996427272,6.746388,6.720634,6.620598,6.685395,6.779355,6.449022
Lamb2,"laminin, beta 2",0.652918572,0.5961019,0.231992905,1.090469156,0.913619833,1.204934778,10.46272,10.43548,10.47276,10.17235,10.65581,10.53365
Lamb1,laminin B1,1.453122406,1.353924453,1.288522065,1.647057418,1.899233675,1.733816197,9.732918,10.01504,10.06452,9.5461,9.815347,10.21676
Lama5,"laminin, alpha 5",-0.861244888,-0.89863818,-1.646079723,-1.460471722,-0.955616263,-0.714315534,6.647065,6.697309,6.544932,6.544284,6.92884,6.536581
Lama4,"laminin, alpha 4",1.758566212,2.147889186,2.124163076,2.13907691,2.664886986,2.369795796,10.57701,10.11916,10.51891,9.276573,9.875808,9.562192
Lama3,"laminin, alpha 3",0.296268976,-0.518616717,0.076265776,-0.220264805,-0.04385709,-0.046824467,6.083152,6.006939,5.915435,5.955303,6.912556,5.979577
Lama2,"laminin, alpha 2",1.78445973,1.833188844,1.809771008,1.789813279,2.491873391,2.285740593,10.19526,10.67455,10.57424,10.23102,11.04603,11.33594
Lama1,"laminin, alpha 1",-0.772997074,-0.799150372,-0.960806719,-0.356312425,-0.005536386,-0.572999706,5.907824,5.959898,6.101429,5.844546,6.11826,6.02814
Lalba,"lactalbumin, alpha",1.463594215,-0.245483915,-0.238617631,-0.490611382,-0.259614216,-0.234588354,4.913563,4.830368,4.889746,4.543216,5.096014,4.566805
Lair1,leukocyte-associated Ig-like receptor 1,-0.48225664,-0.164073009,-0.530717856,-0.100806265,0.292048141,0.285425288,5.821384,6.103384,6.024849,6.184614,6.175009,5.819252
Lage3,"L antigen family, member 3",0.722065451,0.664584506,0.974994043,0.73829989,0.889319336,0.872390859,5.754806,5.481621,5.760708,5.603632,5.729326,5.6518
Lag3,lymphocyte-activation gene 3,-0.54799539,-0.265816193,-0.355918644,4.2598083,5.35201295,5.018205456,6.646384,6.832896,6.615451,6.540151,6.778908,6.585886
Lad1,ladinin,-1.375400223,-0.941375784,-1.298528705,-0.893513228,-1.653054187,-1.463751004,6.922534,6.830609,6.881464,6.958858,7.647033,6.83769
Lactbl1,"lactamase, beta-like 1",-0.357289773,0.01284358,-0.414991326,-0.276403411,-0.001558906,-0.140630254,6.351437,6.497633,6.270736,6.285601,6.701603,6.469076
Lactb2,"lactamase, beta 2",-3.036295576,-3.111980497,-3.052907828,-4.032027224,-4.221660025,-4.907412968,9.248699,9.192396,9.189264,9.359944,8.918159,8.958414
Lactb,"lactamase, beta",-0.469144183,-0.768376313,-0.409457336,-0.603827639,-0.028417147,0.196390926,8.392215,7.824077,8.093524,8.310639,8.137441,8.136121
Lace1,lactation elevated 1,0.076379653,-0.295133866,1.892211542,1.161150405,2.11234094,2.374035165,7.364593,6.746116,6.91364,7.075485,6.434086,6.645832
l7Rn6,"lethal, Chr 7, Rinchik 6",0.42065219,0.810115556,-0.476505416,1.032108541,0.833092401,1.142650887,9.470809,9.546645,9.386436,9.519282,9.505272,9.326384
L3mbtl4,l(3)mbt-like 4 (Drosophila),-0.576873807,-0.326500803,-0.526335853,-0.549679382,-0.211333156,-0.250338144,5.912313,5.884835,5.678698,5.852205,5.989581,5.775797
L3mbtl3,l(3)mbt-like 3 (Drosophila),0.084626756,-0.129146147,0.065876042,-0.027651,-0.073693291,-0.379966148,8.941537,9.282466,8.987071,8.86167,8.63614,8.83032
L3mbtl2,l(3)mbt-like 2 (Drosophila),2.146186834,1.738309443,1.2479389,2.679209027,2.091644533,2.729788017,9.571445,9.655386,9.516788,9.595488,9.6233,9.724406
L3mbtl1,l(3)mbt-like (Drosophila),0.967508435,0.588637091,0.195944728,0.807137627,1.062542114,0.947891324,6.029522,6.107919,6.299247,6.095664,6.162461,6.152794
L2hgdh,L-2-hydroxyglutarate dehydrogenase,-1.060853722,-0.974616929,0.498722962,-0.271185219,-0.077823222,-0.881693259,7.09846,7.537841,7.151505,7.2832,7.050184,7.075972
L1td1,LINE-1 type transposase domain containing 1,0.23820774,0.684289822,-0.01957401,-0.163011282,0.664115659,0.266881345,5.910289,6.064058,6.280218,5.950163,6.292896,6.282367
L1cam,L1 cell adhesion molecule,-1.219370444,-0.581486049,-1.752236028,-0.426467767,-0.492557423,-0.985893546,6.464974,6.397205,6.516436,6.225086,6.552552,6.51528
Kynu,kynureninase (L-kynurenine hydrolase),-0.451375379,-0.3123212,-0.654970778,-0.058750126,-0.390875016,-0.315317034,4.303641,4.485559,4.387745,4.34999,4.373416,4.331959
Ky,kyphoscoliosis peptidase,0.157488818,0.418254929,-0.10169328,0.687424117,-0.304302587,-0.193244905,5.849391,5.905117,5.960608,5.773705,5.977757,5.783048
